"metric","value","direction","denominator","units","notes","dataset_key","method_id","method","split_id","dataset"
"residual_ljung_box_proportion_significant",0.0078,"lower",5000,"proportion","","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT08","Simulation"
"batch_weighted_pc_r2_categorical",0.000984578035653711,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT08","Simulation"
"retained_features",1000,"higher",1000,"features","","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT08","Simulation"
"retained_samples",500,"higher",500,"samples","","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT08","Simulation"
"runtime_sec",7.227,"lower",1,"seconds","","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT08","Simulation"
"drift_profiles_corrected",1440,"descriptive",5000,"profiles","","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT08","Simulation"
"drift_features_corrected",655,"descriptive",1000,"features","","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT08","Simulation"
"batch_features_corrected",725,"descriptive",1000,"features","","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT08","Simulation"
"truth_metabolite_profile_icc_mean",0.922101988056287,"higher",1000,"ICC(A,1)","","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT08","Simulation"
"truth_sample_profile_pearson_mean",0.925722367961271,"higher",450,"correlation","","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT08","Simulation"
"truth_log1p_rmse",0.0717656363030658,"lower",450000,"log1p intensity","","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT08","Simulation"
"heldout_qc_cv_mean",45.4676899230283,"lower",1000,"percent","","simulation","raw","Raw","SPLIT09","Simulation"
"heldout_qc_cv_sd",31.2333955108401,"lower",1000,"percent","","simulation","raw","Raw","SPLIT09","Simulation"
"heldout_qc_cv_median",43.8707887803699,"lower",1000,"percent","","simulation","raw","Raw","SPLIT09","Simulation"
"residual_run_order_gam_mean_deviance",0.12764961730634,"lower",5000,"proportion","","simulation","raw","Raw","SPLIT09","Simulation"
"residual_run_order_gam_sd_deviance",0.197313555439377,"lower",5000,"proportion","","simulation","raw","Raw","SPLIT09","Simulation"
"residual_ljung_box_proportion_significant",0.2482,"lower",5000,"proportion","","simulation","raw","Raw","SPLIT09","Simulation"
"batch_weighted_pc_r2_categorical",0.965647338615417,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","raw","Raw","SPLIT09","Simulation"
"retained_features",1000,"higher",1000,"features","","simulation","raw","Raw","SPLIT09","Simulation"
"retained_samples",500,"higher",500,"samples","","simulation","raw","Raw","SPLIT09","Simulation"
"runtime_sec",0.055,"lower",1,"seconds","","simulation","raw","Raw","SPLIT09","Simulation"
"drift_profiles_corrected",,"descriptive",5000,"profiles","","simulation","raw","Raw","SPLIT09","Simulation"
"drift_features_corrected",,"descriptive",1000,"features","","simulation","raw","Raw","SPLIT09","Simulation"
"batch_features_corrected",,"descriptive",1000,"features","","simulation","raw","Raw","SPLIT09","Simulation"
"truth_metabolite_profile_icc_mean",0.586183758689398,"higher",1000,"ICC(A,1)","","simulation","raw","Raw","SPLIT09","Simulation"
"truth_sample_profile_pearson_mean",0.521842186444926,"higher",450,"correlation","","simulation","raw","Raw","SPLIT09","Simulation"
"truth_log1p_rmse",0.290839531888212,"lower",450000,"log1p intensity","","simulation","raw","Raw","SPLIT09","Simulation"
"heldout_qc_cv_mean",13.3290045462367,"lower",1000,"percent","","simulation","combat","ComBat","SPLIT09","Simulation"
"heldout_qc_cv_sd",10.3621069841692,"lower",1000,"percent","","simulation","combat","ComBat","SPLIT09","Simulation"
"heldout_qc_cv_median",12.1911643232267,"lower",1000,"percent","","simulation","combat","ComBat","SPLIT09","Simulation"
"residual_run_order_gam_mean_deviance",0.127649520286793,"lower",5000,"proportion","","simulation","combat","ComBat","SPLIT09","Simulation"
"residual_run_order_gam_sd_deviance",0.197313916613525,"lower",5000,"proportion","","simulation","combat","ComBat","SPLIT09","Simulation"
"residual_ljung_box_proportion_significant",0.2482,"lower",5000,"proportion","","simulation","combat","ComBat","SPLIT09","Simulation"
"batch_weighted_pc_r2_categorical",0.000103519147488483,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","combat","ComBat","SPLIT09","Simulation"
"retained_features",1000,"higher",1000,"features","","simulation","combat","ComBat","SPLIT09","Simulation"
"retained_samples",500,"higher",500,"samples","","simulation","combat","ComBat","SPLIT09","Simulation"
"runtime_sec",2.143,"lower",1,"seconds","","simulation","combat","ComBat","SPLIT09","Simulation"
"drift_profiles_corrected",,"descriptive",5000,"profiles","","simulation","combat","ComBat","SPLIT09","Simulation"
"drift_features_corrected",,"descriptive",1000,"features","","simulation","combat","ComBat","SPLIT09","Simulation"
"batch_features_corrected",,"descriptive",1000,"features","","simulation","combat","ComBat","SPLIT09","Simulation"
"truth_metabolite_profile_icc_mean",0.879386831580911,"higher",1000,"ICC(A,1)","","simulation","combat","ComBat","SPLIT09","Simulation"
"truth_sample_profile_pearson_mean",0.881066706839948,"higher",450,"correlation","","simulation","combat","ComBat","SPLIT09","Simulation"
"truth_log1p_rmse",0.103140426488342,"lower",450000,"log1p intensity","","simulation","combat","ComBat","SPLIT09","Simulation"
"heldout_qc_cv_mean",11.4276822449681,"lower",1000,"percent","","simulation","qc_rlsc","QC-RLSC","SPLIT09","Simulation"
"heldout_qc_cv_sd",8.71221363260796,"lower",1000,"percent","","simulation","qc_rlsc","QC-RLSC","SPLIT09","Simulation"
"heldout_qc_cv_median",8.78558811107441,"lower",1000,"percent","","simulation","qc_rlsc","QC-RLSC","SPLIT09","Simulation"
"residual_run_order_gam_mean_deviance",0.0514395371263374,"lower",5000,"proportion","","simulation","qc_rlsc","QC-RLSC","SPLIT09","Simulation"
"residual_run_order_gam_sd_deviance",0.0901963606591788,"lower",5000,"proportion","","simulation","qc_rlsc","QC-RLSC","SPLIT09","Simulation"
"residual_ljung_box_proportion_significant",0.0604,"lower",5000,"proportion","","simulation","qc_rlsc","QC-RLSC","SPLIT09","Simulation"
"batch_weighted_pc_r2_categorical",0.000139262130761541,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","qc_rlsc","QC-RLSC","SPLIT09","Simulation"
"retained_features",1000,"higher",1000,"features","","simulation","qc_rlsc","QC-RLSC","SPLIT09","Simulation"
"retained_samples",500,"higher",500,"samples","","simulation","qc_rlsc","QC-RLSC","SPLIT09","Simulation"
"runtime_sec",5.447,"lower",1,"seconds","","simulation","qc_rlsc","QC-RLSC","SPLIT09","Simulation"
"drift_profiles_corrected",,"descriptive",5000,"profiles","","simulation","qc_rlsc","QC-RLSC","SPLIT09","Simulation"
"drift_features_corrected",,"descriptive",1000,"features","","simulation","qc_rlsc","QC-RLSC","SPLIT09","Simulation"
"batch_features_corrected",,"descriptive",1000,"features","","simulation","qc_rlsc","QC-RLSC","SPLIT09","Simulation"
"truth_metabolite_profile_icc_mean",0.908002061960923,"higher",1000,"ICC(A,1)","","simulation","qc_rlsc","QC-RLSC","SPLIT09","Simulation"
"truth_sample_profile_pearson_mean",0.909270754992094,"higher",450,"correlation","","simulation","qc_rlsc","QC-RLSC","SPLIT09","Simulation"
"truth_log1p_rmse",0.0876346752787491,"lower",450000,"log1p intensity","","simulation","qc_rlsc","QC-RLSC","SPLIT09","Simulation"
"heldout_qc_cv_mean",24.22228516792,"lower",1000,"percent","","simulation","qc_rfsc","QC-RFSC","SPLIT09","Simulation"
"heldout_qc_cv_sd",16.6343895299534,"lower",1000,"percent","","simulation","qc_rfsc","QC-RFSC","SPLIT09","Simulation"
"heldout_qc_cv_median",22.6105133773732,"lower",1000,"percent","","simulation","qc_rfsc","QC-RFSC","SPLIT09","Simulation"
"residual_run_order_gam_mean_deviance",0.113382275751573,"lower",5000,"proportion","","simulation","qc_rfsc","QC-RFSC","SPLIT09","Simulation"
"residual_run_order_gam_sd_deviance",0.143090553857904,"lower",5000,"proportion","","simulation","qc_rfsc","QC-RFSC","SPLIT09","Simulation"
"residual_ljung_box_proportion_significant",0.1756,"lower",5000,"proportion","","simulation","qc_rfsc","QC-RFSC","SPLIT09","Simulation"
"batch_weighted_pc_r2_categorical",0.130553265410734,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","qc_rfsc","QC-RFSC","SPLIT09","Simulation"
"retained_features",1000,"higher",1000,"features","","simulation","qc_rfsc","QC-RFSC","SPLIT09","Simulation"
"retained_samples",500,"higher",500,"samples","","simulation","qc_rfsc","QC-RFSC","SPLIT09","Simulation"
"runtime_sec",38.825,"lower",1,"seconds","","simulation","qc_rfsc","QC-RFSC","SPLIT09","Simulation"
"drift_profiles_corrected",,"descriptive",5000,"profiles","","simulation","qc_rfsc","QC-RFSC","SPLIT09","Simulation"
"drift_features_corrected",,"descriptive",1000,"features","","simulation","qc_rfsc","QC-RFSC","SPLIT09","Simulation"
"batch_features_corrected",,"descriptive",1000,"features","","simulation","qc_rfsc","QC-RFSC","SPLIT09","Simulation"
"truth_metabolite_profile_icc_mean",0.706655818195121,"higher",1000,"ICC(A,1)","","simulation","qc_rfsc","QC-RFSC","SPLIT09","Simulation"
"truth_sample_profile_pearson_mean",0.686015693200403,"higher",450,"correlation","","simulation","qc_rfsc","QC-RFSC","SPLIT09","Simulation"
"truth_log1p_rmse",0.191291633150707,"lower",450000,"log1p intensity","","simulation","qc_rfsc","QC-RFSC","SPLIT09","Simulation"
"heldout_qc_cv_mean",9.94911449922007,"lower",1000,"percent","","simulation","tiger","TIGER","SPLIT09","Simulation"
"heldout_qc_cv_sd",10.1337835712108,"lower",1000,"percent","","simulation","tiger","TIGER","SPLIT09","Simulation"
"heldout_qc_cv_median",9.49067937236462,"lower",1000,"percent","","simulation","tiger","TIGER","SPLIT09","Simulation"
"residual_run_order_gam_mean_deviance",0.0836760992214896,"lower",5000,"proportion","","simulation","tiger","TIGER","SPLIT09","Simulation"
"residual_run_order_gam_sd_deviance",0.126976785768823,"lower",5000,"proportion","","simulation","tiger","TIGER","SPLIT09","Simulation"
"residual_ljung_box_proportion_significant",0.1692,"lower",5000,"proportion","","simulation","tiger","TIGER","SPLIT09","Simulation"
"batch_weighted_pc_r2_categorical",0.0330832431980345,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","tiger","TIGER","SPLIT09","Simulation"
"retained_features",1000,"higher",1000,"features","","simulation","tiger","TIGER","SPLIT09","Simulation"
"retained_samples",500,"higher",500,"samples","","simulation","tiger","TIGER","SPLIT09","Simulation"
"runtime_sec",1729.451,"lower",1,"seconds","","simulation","tiger","TIGER","SPLIT09","Simulation"
"drift_profiles_corrected",,"descriptive",5000,"profiles","","simulation","tiger","TIGER","SPLIT09","Simulation"
"drift_features_corrected",,"descriptive",1000,"features","","simulation","tiger","TIGER","SPLIT09","Simulation"
"batch_features_corrected",,"descriptive",1000,"features","","simulation","tiger","TIGER","SPLIT09","Simulation"
"truth_metabolite_profile_icc_mean",0.875751426721533,"higher",1000,"ICC(A,1)","","simulation","tiger","TIGER","SPLIT09","Simulation"
"truth_sample_profile_pearson_mean",0.858577753044076,"higher",450,"correlation","","simulation","tiger","TIGER","SPLIT09","Simulation"
"truth_log1p_rmse",0.109905734943994,"lower",450000,"log1p intensity","","simulation","tiger","TIGER","SPLIT09","Simulation"
"heldout_qc_cv_mean",13.2334378075253,"lower",1000,"percent","","simulation","serrf","SERRF","SPLIT09","Simulation"
"heldout_qc_cv_sd",10.1913359517843,"lower",1000,"percent","","simulation","serrf","SERRF","SPLIT09","Simulation"
"heldout_qc_cv_median",11.6686170088195,"lower",1000,"percent","","simulation","serrf","SERRF","SPLIT09","Simulation"
"residual_run_order_gam_mean_deviance",0.0981162330554805,"lower",5000,"proportion","","simulation","serrf","SERRF","SPLIT09","Simulation"
"residual_run_order_gam_sd_deviance",0.15420816080878,"lower",5000,"proportion","","simulation","serrf","SERRF","SPLIT09","Simulation"
"residual_ljung_box_proportion_significant",0.197,"lower",5000,"proportion","","simulation","serrf","SERRF","SPLIT09","Simulation"
"batch_weighted_pc_r2_categorical",0.000698850475322166,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","serrf","SERRF","SPLIT09","Simulation"
"retained_features",1000,"higher",1000,"features","","simulation","serrf","SERRF","SPLIT09","Simulation"
"retained_samples",500,"higher",500,"samples","","simulation","serrf","SERRF","SPLIT09","Simulation"
"runtime_sec",293.234,"lower",1,"seconds","","simulation","serrf","SERRF","SPLIT09","Simulation"
"drift_profiles_corrected",,"descriptive",5000,"profiles","","simulation","serrf","SERRF","SPLIT09","Simulation"
"drift_features_corrected",,"descriptive",1000,"features","","simulation","serrf","SERRF","SPLIT09","Simulation"
"batch_features_corrected",,"descriptive",1000,"features","","simulation","serrf","SERRF","SPLIT09","Simulation"
"truth_metabolite_profile_icc_mean",0.888755164901458,"higher",1000,"ICC(A,1)","","simulation","serrf","SERRF","SPLIT09","Simulation"
"truth_sample_profile_pearson_mean",0.880838486130682,"higher",450,"correlation","","simulation","serrf","SERRF","SPLIT09","Simulation"
"truth_log1p_rmse",0.0947976910270676,"lower",450000,"log1p intensity","","simulation","serrf","SERRF","SPLIT09","Simulation"
"heldout_qc_cv_mean",8.95904681866543,"lower",1000,"percent","","simulation","winn_auto_qc","WiNN auto (QC)","SPLIT09","Simulation"
"heldout_qc_cv_sd",6.4225924336002,"lower",1000,"percent","","simulation","winn_auto_qc","WiNN auto (QC)","SPLIT09","Simulation"
"heldout_qc_cv_median",7.78738678355918,"lower",1000,"percent","","simulation","winn_auto_qc","WiNN auto (QC)","SPLIT09","Simulation"
"residual_run_order_gam_mean_deviance",0.0190436847459098,"lower",5000,"proportion","","simulation","winn_auto_qc","WiNN auto (QC)","SPLIT09","Simulation"
"residual_run_order_gam_sd_deviance",0.0319599417415084,"lower",5000,"proportion","","simulation","winn_auto_qc","WiNN auto (QC)","SPLIT09","Simulation"
"residual_ljung_box_proportion_significant",0.0084,"lower",5000,"proportion","","simulation","winn_auto_qc","WiNN auto (QC)","SPLIT09","Simulation"
"batch_weighted_pc_r2_categorical",0.000997491451440148,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","winn_auto_qc","WiNN auto (QC)","SPLIT09","Simulation"
"retained_features",1000,"higher",1000,"features","","simulation","winn_auto_qc","WiNN auto (QC)","SPLIT09","Simulation"
"retained_samples",500,"higher",500,"samples","","simulation","winn_auto_qc","WiNN auto (QC)","SPLIT09","Simulation"
"runtime_sec",22.569,"lower",1,"seconds","","simulation","winn_auto_qc","WiNN auto (QC)","SPLIT09","Simulation"
"drift_profiles_corrected",1566,"descriptive",5000,"profiles","","simulation","winn_auto_qc","WiNN auto (QC)","SPLIT09","Simulation"
"drift_features_corrected",696,"descriptive",1000,"features","","simulation","winn_auto_qc","WiNN auto (QC)","SPLIT09","Simulation"
"batch_features_corrected",721,"descriptive",1000,"features","","simulation","winn_auto_qc","WiNN auto (QC)","SPLIT09","Simulation"
"truth_metabolite_profile_icc_mean",0.922312402103962,"higher",1000,"ICC(A,1)","","simulation","winn_auto_qc","WiNN auto (QC)","SPLIT09","Simulation"
"truth_sample_profile_pearson_mean",0.925989776857467,"higher",450,"correlation","","simulation","winn_auto_qc","WiNN auto (QC)","SPLIT09","Simulation"
"truth_log1p_rmse",0.0715991920470844,"lower",450000,"log1p intensity","","simulation","winn_auto_qc","WiNN auto (QC)","SPLIT09","Simulation"
"heldout_qc_cv_mean",18.572684105146,"lower",1000,"percent","","simulation","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT09","Simulation"
"heldout_qc_cv_sd",11.7440517846667,"lower",1000,"percent","","simulation","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT09","Simulation"
"heldout_qc_cv_median",17.4977212588172,"lower",1000,"percent","","simulation","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT09","Simulation"
"residual_run_order_gam_mean_deviance",0.138872058517562,"lower",5000,"proportion","","simulation","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT09","Simulation"
"residual_run_order_gam_sd_deviance",0.179873079386319,"lower",5000,"proportion","","simulation","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT09","Simulation"
"residual_ljung_box_proportion_significant",0.2308,"lower",5000,"proportion","","simulation","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT09","Simulation"
